time_dim_id,road_dim_id,event_dim_id,occurrence,injured,killed
170701,R01S04,I-SV-RO,5,0,0
170701,R01S04,I-SV-NL,4,0,0
170701,R01S04,I-TR-RW,4,0,0
170701,R01S04,I-TR-SP,9,0,0
170701,R01S05,I-SV-NS,13,0,0
170701,R01S05,I-SV-NL,4,0,0
170701,R01S05,I-LI-LP,2,0,0
170701,R01S05,I-TR-RW,4,0,0
170701,R01S05,I-TR-LD,2,0,0
170701,R01S05,I-TR-OT,7,0,0
170701,R01S05,I-TR-SP,22,0,0
170701,R01S05,I-IN-DD,11,0,0
170701,R01S05,I-IN-DR,2,0,0
170701,R02S06,I-SV-NL,3,0,0
170701,R02S06,I-LI-UD,4,0,0
170701,R02S06,I-LI-LP,2,0,0
170701,R02S06,I-TR-LD,3,0,0
170701,R02S06,I-TR-OT,5,0,0
170701,R02S06,I-TR-SP,8,0,0
170701,R02S06,I-IN-DR,1,0,0
170701,R02S07,I-SV-RO,3,0,0
170701,R02S07,I-TR-OT,11,0,0
170701,R02S07,I-TR-SP,11,0,0
170701,R02S07,I-IN-DR,2,0,0
170701,R02S07,A-CO-RE,5,2,0
170701,R04S05,I-SV-MV,7,0,0
170701,R04S05,I-SV-NL,2,0,0
170701,R04S05,I-TR-OT,8,0,0
170701,R04S05,I-TR-SP,12,0,0
170701,R05S01,I-SV-MV,4,0,0
170701,R05S01,I-LI-LP,2,0,0
170701,R05S01,I-TR-SP,13,0,0
170701,R05S04,I-SV-MV,6,0,0
170701,R05S04,I-SV-NL,1,0,0
170701,R05S04,I-TR-WW,2,0,0
170701,R05S04,I-TR-OT,11,0,0
170701,R05S04,I-TR-SP,5,0,0
170701,R05S04,I-IN-DD,1,0,0
170701,R06S01,I-SV-NS,15,0,0
170701,R06S01,I-SV-RO,3,0,0
170701,R06S01,I-SV-NL,7,0,0
170701,R06S01,I-TR-RW,6,0,0
170701,R06S01,I-TR-OT,6,0,0
170701,R06S02,I-SV-MV,1,0,0
