time_dim_id,road_dim_id,event_dim_id,occurrence,injured,killed
160701,R02S05,I-LI-UD,2,0,0
160701,R02S05,I-LI-LP,1,0,0
160701,R02S05,I-TR-WW,1,0,0
160701,R02S05,I-IN-DD,5,0,0
160701,R02S05,I-IN-DR,1,0,0
160701,R02S07,A-CO-TR,2,8,0
160701,R02S07,A-OT-RO,5,3,0
160701,R03S05,A-OT-RR,2,4,0
160701,R03S05,A-CH-PH,1,5,0
160701,R04S04,I-SV-MV,5,0,0
160701,R04S04,I-SV-NL,2,0,0
160701,R04S04,I-LI-UD,2,0,0
160701,R04S04,I-TR-LD,2,0,0
160701,R04S04,I-TR-OT,11,0,0
160701,R04S04,I-TR-SP,10,0,0
160701,R04S04,I-IN-DD,1,0,0
160701,R05S02,I-SV-NS,16,0,0
160701,R05S02,I-SV-RO,5,0,0
160701,R05S02,I-SV-MV,11,0,0
160701,R05S02,I-LI-UD,5,0,0
160701,R05S02,I-TR-LD,2,0,0
160701,R05S02,I-TR-OT,12,0,0
160701,R05S02,I-TR-SP,6,0,0
160701,R05S02,I-IN-DD,9,0,0
160701,R05S04,A-CO-TR,1,5,0
160701,R05S05,I-SV-MV,4,0,0
160701,R05S05,I-SV-NL,5,0,0
160701,R05S05,I-LI-LP,1,0,0
160701,R05S05,I-TR-LD,7,0,0
160701,R05S05,I-TR-OT,13,0,0
160701,R05S05,I-TR-SP,14,0,0
160701,R05S05,I-IN-DR,1,0,0
160701,R07S04,I-SV-MV,8,0,0
160701,R07S04,I-SV-NL,3,0,0
160701,R07S04,I-LI-UD,2,0,0
160701,R07S04,I-LI-LP,1,0,0
160701,R07S04,I-TR-SP,7,0,0
160701,R07S08,I-SV-RO,6,0,0
160701,R07S08,I-SV-MV,4,0,0
160701,R07S08,I-LI-LP,2,0,0
160701,R07S08,I-TR-OT,5,0,0
160701,R07S08,I-TR-SP,9,0,0
160701,R07S09,I-SV-RO,6,0,0
160701,R07S09,I-LI-LP,1,0,0
160701,R07S09,I-TR-RW,4,0,0
160701,R07S09,I-TR-LD,3,0,0
160701,R07S09,I-TR-WW,4,0,0
160701,R07S09,I-TR-OT,7,0,0
160701,R07S09,I-TR-SP,2,0,0
160701,R08S03,I-SV-NS,16,0,0
160701,R08S03,I-SV-MV,2,0,0
160701,R08S03,I-LI-UD,1,0,0
160701,R08S03,I-TR-RW,1,0,0
160701,R08S03,I-TR-LD,5,0,0
160701,R08S03,I-IN-DD,8,0,0
160701,R10S02,I-SV-NL,1,0,0
160701,R10S02,I-TR-SP,4,0,0
160701,R10S03,I-SV-RO,5,0,0
160701,R10S03,I-SV-NL,7,0,0
160701,R10S03,I-LI-UD,1,0,0
160701,R10S03,I-LI-LP,3,0,0
160701,R10S03,I-TR-RW,5,0,0
160701,R10S03,I-TR-LD,4,0,0
160701,R10S03,I-TR-WW,3,0,0
160701,R10S03,I-TR-OT,9,0,0
160701,R10S03,I-TR-SP,7,0,0
160701,R10S03,A-OT-RO,4,3,0
160701,R10S03,A-TD-MC,1,2,0
160701,R10S06,I-SV-MV,3,0,0
160701,R10S06,I-SV-NL,6,0,0
160701,R10S06,I-TR-RW,5,0,0
160701,R10S06,I-TR-LD,3,0,0
160701,R10S06,I-TR-WW,2,0,0
160701,R10S06,I-TR-OT,14,0,0
160701,R11S02,I-SV-MV,3,0,0
160701,R11S02,I-SV-NL,4,0,0
160701,R11S02,I-LI-UD,1,0,0
160701,R11S02,I-TR-RW,2,0,0
160701,R11S02,I-TR-OT,5,0,0
160701,R12S01,I-SV-MV,3,0,0
160701,R12S01,I-SV-NL,6,0,0
160701,R12S01,I-LI-LP,1,0,0
160701,R12S01,I-TR-LD,2,0,0
160701,R12S01,I-TR-WW,1,0,0
160701,R12S02,I-SV-NS,16,0,0
160701,R12S02,I-SV-MV,6,0,0
160701,R12S02,I-LI-UD,2,0,0
160701,R12S02,I-LI-LP,2,0,0
160701,R12S02,I-TR-SP,11,0,0
160701,R12S02,I-IN-DD,10,0,0
160701,R12S03,I-SV-NS,16,0,0
160701,R12S03,I-SV-RO,7,0,0
160701,R12S03,I-SV-NL,3,0,0
160701,R12S03,I-TR-OT,7,0,0
160701,R12S03,I-TR-SP,14,0,0
160701,R13S01,I-SV-NL,5,0,0
160701,R13S01,I-LI-UD,3,0,0
160701,R13S01,I-TR-OT,9,0,0
160701,R13S01,I-TR-SP,14,0,0
160701,R15S01,I-SV-RO,1,0,0
160701,R15S01,I-SV-MV,4,0,0
160701,R15S01,I-LI-LP,1,0,0
160701,R15S01,I-TR-RW,5,0,0
160701,R15S01,I-TR-LD,7,0,0
160701,R15S01,I-TR-SP,1,0,0
160701,R16S01,A-CO-TR,2,2,0
160701,R16S03,I-SV-NS,15,0,0
160701,R16S03,I-SV-RO,1,0,0
160701,R16S03,I-LI-UD,3,0,0
160701,R16S03,I-TR-RW,2,0,0
160701,R16S03,I-TR-OT,7,0,0
160701,R16S03,I-TR-SP,21,0,0
160701,R16S03,I-IN-DD,10,0,0
160701,R16S03,I-IN-DR,4,0,0
160701,R17S02,I-SV-MV,3,0,0
160701,R17S02,I-SV-NL,2,0,0
160701,R17S02,I-LI-LP,2,0,0
160701,R17S02,I-TR-RW,1,0,0
160701,R17S02,I-TR-LD,5,0,0
160701,R17S02,I-TR-WW,2,0,0
160701,R17S02,I-TR-SP,1,0,0
160701,R17S02,I-IN-DD,4,0,0
160701,R17S04,I-SV-NS,12,0,0
160701,R17S04,I-SV-MV,8,0,0
160701,R17S04,I-SV-NL,2,0,0
160701,R17S04,I-TR-RW,4,0,0
160701,R17S04,I-TR-OT,7,0,0
160701,R17S04,I-TR-SP,16,0,0
160701,R17S04,I-IN-DR,2,0,0
160701,R18S03,I-SV-MV,6,0,0
160701,R18S03,I-SV-NL,3,0,0
160701,R18S03,I-TR-LD,2,0,0
160701,R18S03,I-TR-SP,13,0,0
160701,R18S03,I-IN-DD,4,0,0
160701,R19S03,I-SV-NS,14,0,0
160701,R19S03,I-SV-RO,5,0,0
160701,R19S03,I-SV-MV,8,0,0
160701,R19S03,I-LI-UD,2,0,0
160701,R19S03,I-LI-LP,3,0,0
160701,R19S03,I-TR-RW,1,0,0
160701,R19S03,I-TR-OT,9,0,0
160701,R19S03,I-IN-DR,2,0,0
160701,R20S02,I-SV-NS,15,0,0
160701,R20S02,I-SV-RO,4,0,0
160701,R20S02,I-SV-MV,9,0,0
160701,R20S02,I-TR-LD,5,0,0
160701,R20S02,I-TR-OT,13,0,0
160701,R20S02,I-TR-SP,11,0,0
160701,R20S02,I-IN-DD,8,0,0
160701,R20S02,A-CO-SC,1,5,0
160701,R20S02,A-CH-CH,2,3,1
160701,R20S02,A-TD-LC,2,5,0
160701,R22S03,I-SV-NL,5,0,0
160701,R22S03,I-TR-OT,12,0,0
160701,R22S03,I-TR-SP,10,0,0
160701,R22S04,I-SV-NS,17,0,0
160701,R22S04,I-SV-MV,1,0,0
160701,R22S04,I-SV-NL,3,0,0
160701,R22S04,I-LI-UD,4,0,0
160701,R22S04,I-TR-RW,5,0,0
160701,R22S04,I-TR-OT,14,0,0
160701,R22S04,I-TR-SP,12,0,0
160701,R22S04,I-IN-DR,5,0,0
160701,R22S06,I-SV-RO,8,0,0
160701,R22S06,I-SV-NL,4,0,0
160701,R22S06,I-LI-LP,1,0,0
160701,R22S06,I-TR-RW,4,0,0
160701,R22S06,I-TR-LD,1,0,0
160701,R22S06,I-TR-OT,12,0,0
160701,R22S06,I-IN-DD,5,0,0
160701,R22S06,I-IN-DR,4,0,0
160701,R24S02,I-SV-MV,1,0,0
160701,R24S02,I-LI-UD,4,0,0
160701,R24S02,I-TR-RW,5,0,0
160701,R24S02,I-TR-OT,4,0,0
160701,R24S02,I-TR-SP,14,0,0
160701,R24S02,I-IN-DR,1,0,0
160701,R25S05,I-SV-NS,14,0,0
160701,R25S05,I-SV-MV,6,0,0
160701,R25S05,I-SV-NL,4,0,0
160701,R25S05,I-TR-RW,5,0,0
160701,R25S05,I-TR-WW,2,0,0
160701,R25S05,I-IN-DD,9,0,0
160701,R25S06,A-CH-AH,1,4,0
160701,R25S07,A-CO-RE,6,4,0
160701,R25S07,A-CH-PH,3,0,3
160701,R25S07,A-TD-MC,3,3,0
160701,R27S02,I-SV-MV,8,0,0
160701,R27S02,I-SV-NL,2,0,0
160701,R27S02,I-LI-UD,7,0,0
160701,R27S02,I-LI-LP,2,0,0
160701,R27S02,I-TR-LD,3,0,0
160701,R27S02,I-TR-OT,4,0,0
160701,R27S02,I-TR-SP,10,0,0
160701,R27S02,I-IN-DD,6,0,0
160701,R28S01,I-SV-RO,6,0,0
160701,R28S01,I-SV-MV,6,0,0
160701,R28S01,I-SV-NL,3,0,0
160701,R28S01,I-LI-UD,4,0,0
160701,R28S01,I-TR-RW,6,0,0
160701,R28S01,I-TR-LD,1,0,0
160701,R28S01,I-TR-OT,4,0,0
160701,R28S01,I-TR-SP,14,0,0
160701,R28S01,A-CO-RE,4,3,0
160701,R30S01,I-SV-NS,15,0,0
160701,R30S01,I-SV-MV,6,0,0
160701,R30S01,I-SV-NL,4,0,0
160701,R30S01,I-LI-LP,1,0,0
160701,R30S01,I-TR-SP,23,0,0
160701,R31S01,I-SV-NS,11,0,0
160701,R31S01,I-SV-RO,5,0,0
160701,R31S01,I-SV-MV,5,0,0
160701,R31S01,I-SV-NL,5,0,0
160701,R31S01,I-LI-LP,2,0,0
160701,R31S01,I-TR-WW,1,0,0
160701,R31S01,I-TR-OT,11,0,0
160701,R31S01,I-TR-SP,12,0,0
160701,R31S01,I-IN-DD,4,0,0
160701,R32S02,I-SV-NS,17,0,0
160701,R32S02,I-LI-UD,4,0,0
160701,R32S02,I-LI-LP,1,0,0
160701,R32S02,I-TR-LD,3,0,0
160701,R32S02,I-TR-OT,6,0,0
160701,R32S02,I-TR-SP,1,0,0
160701,R32S02,I-IN-DD,4,0,0
160701,R33S01,I-SV-NS,9,0,0
160701,R33S01,I-SV-MV,7,0,0
160701,R33S01,I-SV-NL,5,0,0
160701,R33S01,I-LI-LP,2,0,0
160701,R33S01,I-TR-OT,3,0,0
160701,R33S01,I-TR-SP,10,0,0
160701,R33S01,I-IN-DD,11,0,0
160701,R33S01,I-IN-DR,5,0,0
160701,R34S01,I-SV-RO,4,0,0
160701,R34S01,I-SV-NL,5,0,0
160701,R34S01,I-LI-UD,3,0,0
160701,R34S01,I-TR-RW,4,0,0
160701,R34S01,I-IN-DD,9,0,0
160701,R34S01,A-OT-RR,1,9,0
160701,R36S01,I-SV-NS,16,0,0
160701,R36S01,I-SV-MV,5,0,0
160701,R36S01,I-SV-NL,5,0,0
160701,R36S01,I-LI-UD,6,0,0
160701,R36S01,I-LI-LP,3,0,0
160701,R36S01,I-TR-RW,5,0,0
160701,R36S01,I-TR-WW,1,0,0
160701,R36S01,I-TR-OT,1,0,0
160701,R36S01,I-TR-SP,15,0,0
160701,R36S01,I-IN-DD,9,0,0
160701,R36S02,I-SV-MV,1,0,0
160701,R36S02,I-SV-NL,4,0,0
160701,R36S02,I-TR-RW,5,0,0
160701,R36S02,I-TR-OT,6,0,0
160701,R36S02,I-TR-SP,29,0,0
160701,R36S02,I-IN-DD,8,0,0
160701,R36S02,I-IN-DR,1,0,0
160701,R37S01,A-CH-CH,5,2,1
160701,R38S01,I-SV-NS,15,0,0
160701,R38S01,I-SV-RO,1,0,0
160701,R38S01,I-SV-MV,3,0,0
160701,R38S01,I-TR-RW,4,0,0
160701,R38S01,I-TR-OT,1,0,0
160701,R38S01,I-TR-SP,7,0,0
160701,R38S01,I-IN-DD,3,0,0
160701,R39S01,I-SV-NS,14,0,0
160701,R39S01,I-SV-RO,5,0,0
160701,R39S01,I-SV-MV,9,0,0
160701,R39S01,I-SV-NL,4,0,0
160701,R39S01,I-TR-RW,4,0,0
160701,R39S01,I-TR-LD,5,0,0
160701,R39S01,I-TR-OT,2,0,0
160701,R39S01,I-TR-SP,15,0,0
160701,R39S01,I-IN-DD,9,0,0
160701,R40S02,I-SV-NS,15,0,0
160701,R40S02,I-SV-RO,1,0,0
160701,R40S02,I-SV-MV,10,0,0
160701,R40S02,I-LI-UD,4,0,0
160701,R40S02,I-LI-LP,1,0,0
160701,R40S02,I-TR-RW,6,0,0
160701,R40S02,I-TR-OT,5,0,0
160701,R40S02,I-TR-SP,19,0,0
160701,R41S01,I-SV-NS,18,0,0
160701,R41S01,I-LI-UD,4,0,0
160701,R41S01,I-TR-RW,4,0,0
160701,R41S01,I-TR-SP,13,0,0
160701,R41S01,I-IN-DD,3,0,0
160701,R41S01,I-IN-DR,6,0,0
160701,R41S01,A-CO-RE,5,7,1
160701,R41S01,A-OT-RO,8,0,0
160701,R42S03,A-CO-SC,1,2,0
160701,R42S03,A-CH-CH,1,4,0
160701,R42S06,I-SV-MV,1,0,0
160701,R42S06,I-SV-NL,6,0,0
160701,R42S06,I-TR-LD,6,0,0
160701,R42S06,I-TR-OT,3,0,0
160701,R42S06,I-TR-SP,31,0,0
160701,R44S03,I-SV-RO,2,0,0
160701,R44S03,I-SV-MV,2,0,0
160701,R44S03,I-TR-RW,4,0,0
160701,R44S03,I-IN-DR,7,0,0
160701,R44S04,A-CO-TR,2,0,2
160701,R44S04,A-OT-RR,4,5,0
160701,R44S04,A-CH-CH,1,3,0
160701,R45S03,I-SV-NS,17,0,0
160701,R45S03,I-SV-RO,3,0,0
160701,R45S03,I-SV-MV,4,0,0
160701,R45S03,I-TR-RW,3,0,0
160701,R45S03,I-TR-OT,8,0,0
160701,R45S03,I-TR-SP,6,0,0
160701,R45S03,I-IN-DD,5,0,0
160701,R45S06,A-CO-HO,2,5,0
160701,R45S06,A-CO-SC,4,7,0
160701,R46S01,A-CO-SC,5,8,0
160701,R46S01,A-OT-RO,2,0,2
160701,R46S02,I-SV-RO,3,0,0
160701,R46S02,I-SV-MV,4,0,0
160701,R46S02,I-TR-WW,2,0,0
160701,R46S02,I-IN-DD,8,0,0
160701,R48S01,I-SV-NS,18,0,0
160701,R48S01,I-SV-RO,2,0,0
160701,R48S01,I-SV-MV,4,0,0
160701,R48S01,I-SV-NL,3,0,0
160701,R48S01,I-TR-LD,4,0,0
160701,R48S01,I-TR-OT,4,0,0
160701,R48S01,I-TR-SP,5,0,0
160701,R48S01,A-CO-RE,3,5,0
160701,R48S01,A-OT-RO,1,2,1
160701,R49S01,I-SV-MV,14,0,0
160701,R49S01,I-SV-NL,7,0,0
160701,R49S01,I-LI-LP,3,0,0
160701,R49S01,I-TR-OT,1,0,0
160701,R49S01,I-TR-SP,1,0,0
160701,R50S01,A-CO-RE,6,7,0
160701,R50S01,A-CH-PH,2,2,0
160701,R50S01,A-TD-LC,2,1,0
160701,R51S02,I-SV-NS,15,0,0
160701,R51S02,I-LI-UD,4,0,0
160701,R51S02,I-TR-WW,1,0,0
160701,R51S02,I-TR-OT,11,0,0
160701,R51S02,I-IN-DR,6,0,0
160701,R52S02,I-SV-MV,3,0,0
160701,R52S02,I-SV-NL,7,0,0
160701,R52S02,I-LI-LP,1,0,0
160701,R52S02,I-TR-RW,8,0,0
160701,R52S02,I-TR-LD,2,0,0
160701,R52S02,I-TR-OT,5,0,0
160701,R52S02,I-TR-SP,11,0,0
160701,R52S02,I-IN-DR,6,0,0
160701,R52S03,I-SV-NS,5,0,0
160701,R52S03,I-SV-RO,4,0,0
160701,R52S03,I-SV-MV,4,0,0
160701,R52S03,I-IN-DD,7,0,0
160701,R53S02,I-SV-MV,6,0,0
160701,R53S02,I-SV-NL,7,0,0
160701,R53S02,I-TR-SP,17,0,0
160701,R57S01,I-SV-NS,18,0,0
160701,R57S01,I-SV-MV,2,0,0
160701,R57S01,I-SV-NL,3,0,0
160701,R57S01,I-LI-UD,3,0,0
160701,R57S01,I-TR-RW,2,0,0
160701,R57S01,I-TR-WW,3,0,0
160701,R57S01,I-TR-OT,5,0,0
160701,R57S01,I-TR-SP,15,0,0
160701,R57S01,I-IN-DD,8,0,0
160701,R57S02,I-SV-NS,14,0,0
160701,R57S02,I-SV-MV,1,0,0
160701,R57S02,I-SV-NL,5,0,0
160701,R57S02,I-LI-UD,2,0,0
160701,R57S02,I-TR-RW,3,0,0
160701,R57S02,I-TR-SP,1,0,0
160701,R57S02,I-IN-DD,11,0,0
